mbid,tempo,danceability,key,key_scale,loudness,dynamic_complexity
dfa96395-8f6e-4fc9-8a10-18adb887e651,149.725494385,1.09780824184,C,major,0.875227510929,4.88628911972
3459cbc3-b06e-4002-bcf4-642025f47500,161.821594238,0.90533053875,E,major,0.708969295025,4.86565685272
d32bcf1d-e6e5-4cfb-adf8-2f74bfa9b12f,120.990722656,1.10434305668,G,major,0.82669711113,3.67352414131
141db3f7-7198-469a-b051-37f2104c55e6,117.498649597,1.16230738163,C,major,0.625652730465,4.64287233353
47a00bb1-f7d8-4ec1-8f00-f3a1b861dfae,109.883270264,1.45222175121,G#,major,0.884653508663,3.83679223061
f8e9110b-0dcc-422a-90b9-616f4eea7990,132.040924072,1.20530450344,B,major,0.73977202177,5.5184211731
bef31041-9428-4a23-8897-390676a8f2c2,123.809013367,1.08741652966,A#,major,0.924523174763,4.16776752472
94f7b3bd-8def-47c3-9360-a5e922300070,95.0606155396,0.896633505821,E,minor,0.843920052052,3.39482331276
fabe4a95-0ae4-4cdd-8a4e-bb8f2d72bd5b,94.908531189,1.07160043716,A#,major,0.873610079288,2.89839029312
263c8ee1-1a86-4dd1-b1d0-604e7b19e9ac,90.9637756348,1.14648139477,A#,minor,0.833330631256,3.98362278938
2e745f46-1695-4b62-80ed-bcaacd0d41f3,153.168914795,1.15612816811,A,major,0.752055227757,3.97846913338
583d4d74-df66-4fc1-a96f-3a2a1181d34a,132.995300293,1.22721886635,A#,minor,0.935535311699,3.09557271004
644f669a-e20f-436f-8ed6-66da680c7569,161.538024902,1.13944840431,A#,major,0.758658111095,3.67225074768
3a2133b0-baff-455d-b2ec-7ab23381d5dc,122.190238953,0.987030923367,F#,major,0.169974163175,7.12910604477
8ceb7959-563b-486b-9ed3-e66f1b8d6699,184.570526123,1.29922699928,G,minor,0.719507873058,4.58618307114
711dbb68-5961-406d-accf-75c17954717b,172.265136719,1.2532864809,F,minor,0.921226143837,2.61390972137
1f440382-2d07-4715-b19f-309cca59e191,113.876296997,1.28385436535,C,major,0.918547570705,4.47795057297
858e4fe8-3243-4358-a13e-cede746fc3b9,84.8911437988,0.968864917755,B,minor,0.448892563581,7.32340431213
c7f43310-4b15-43ed-a48a-ac778ea8eed9,142.101119995,1.0130161047,G,major,0.891281366348,4.60074710846
c0d502da-4f88-4546-b7db-dd10d8cff0e3,93.0734863281,1.1401925087,F,minor,0.947381734848,3.20545983315
bc21e629-8e7b-48b6-b737-f006c88bdd64,126.986846924,1.20500946045,F,major,0.849834263325,3.41510987282
f2951dd4-4156-4618-a530-6626850af602,140.026016235,1.15407288074,D,major,0.809337437153,3.67354679108
b46b8b57-7097-4d74-b6c3-3283f70e7362,108.281539917,1.0428801775,F,minor,0.836542963982,4.24719715118
b7940cb0-4f42-43bd-a213-1e7e2399fddd,116.69065094,1.30909085274,A,major,0.950042545795,3.40931606293
